sale_date,car_model,sales_amount,dealer,color,engine_capacity,model_year,horsepower,type
2020-07-12,BMW 3 Series,40435,Dealer B,Green,2.0L,2022,188,Sports
2020-06-04,BMW 3 Series,16874,Dealer B,Gray,3.5L,2022,186,Sports
2021-03-11,BMW 3 Series,23173,Dealer B,Gray,3.5L,2025,185,Intermediate Sedan
2020-09-04,Ford Focus,57613,Dealer B,Blue,2.5L,2023,240,Premium
2023-10-18,Honda Civic,58233,Dealer B,Black,2.5L,2023,357,Standard Sedan
2020-07-27,BMW 5 Series,31794,Dealer B,Black,2.5L,2020,388,Sports
2021-03-24,Chevrolet Malibu,33822,Dealer B,White,3.5L,2022,364,Premium
2021-05-27,Audi A4,25947,Dealer B,Green,2.0L,2023,163,Sports
2023-04-19,BMW 5 Series,29967,Dealer B,Green,2.0L,2024,221,Intermediate Sedan
2024-01-23,Honda Civic,33908,Dealer B,Silver,2.0L,2023,285,Standard Sedan
2023-07-29,Toyota Corolla,38523,Dealer B,Black,2.0L,2023,199,Sports
2021-03-24,Chevrolet Impala,19852,Dealer B,Black,2.0L,2020,306,Sports
2024-06-13,Chevrolet Malibu,23782,Dealer B,Green,2.5L,2023,297,Standard Sedan
2024-11-26,Honda Accord,17496,Dealer B,White,3.5L,2025,382,Standard Sedan
2021-08-14,Audi A6,43079,Dealer B,Red,3.5L,2025,228,Sports
2024-09-04,Toyota Corolla,18649,Dealer B,Green,2.0L,2025,240,Sports
2020-02-17,BMW 3 Series,44942,Dealer B,Black,2.5L,2020,308,SUV
2022-05-04,Chevrolet Impala,57778,Dealer B,Silver,3.0L,2025,255,Standard Sedan
2023-11-09,Honda Civic,44040,Dealer B,Green,2.0L,2025,295,Premium
2021-12-17,Ford Focus,55939,Dealer B,Silver,3.0L,2023,374,SUV
2020-07-19,Ford Mustang,35481,Dealer B,Gray,3.5L,2023,333,SUV
2021-08-03,Toyota Camry,19503,Dealer B,White,3.5L,2022,317,Premium
2024-03-01,Toyota Camry,29474,Dealer B,Gray,3.0L,2025,237,Premium
2022-04-12,Audi A6,32271,Dealer B,Red,3.0L,2021,292,Standard Sedan
2020-07-24,Ford Focus,45533,Dealer B,Gray,2.5L,2020,354,Premium
2024-12-14,Toyota Corolla,27102,Dealer B,White,2.5L,2024,282,SUV
2020-04-27,Ford Focus,31307,Dealer B,Blue,2.5L,2020,188,SUV
2023-05-30,Ford Focus,32959,Dealer B,Blue,3.5L,2021,376,Standard Sedan
2020-11-13,Audi A6,36196,Dealer B,Green,2.5L,2022,363,Premium
2022-12-06,BMW 3 Series,39532,Dealer B,Gray,2.5L,2022,282,Intermediate Sedan
2022-11-26,Honda Accord,44434,Dealer B,Blue,3.5L,2025,283,Sports
2021-12-11,Audi A6,56939,Dealer B,Black,2.5L,2025,154,Premium
2020-12-21,Ford Focus,17709,Dealer B,Silver,2.5L,2023,311,Premium
2023-12-27,Audi A6,56548,Dealer B,White,2.0L,2021,395,Intermediate Sedan
2024-01-22,Toyota Corolla,16924,Dealer B,Gray,3.0L,2023,237,SUV
2024-03-21,Chevrolet Impala,57006,Dealer B,White,3.5L,2022,278,Premium
2023-12-30,Ford Mustang,49891,Dealer B,White,2.0L,2022,311,SUV
2023-11-20,Chevrolet Malibu,39379,Dealer B,Green,2.5L,2025,384,Sports
2024-12-12,BMW 5 Series,38430,Dealer B,Gray,3.0L,2023,324,SUV
2023-08-05,Audi A4,20447,Dealer B,Gray,3.0L,2021,363,Intermediate Sedan
2020-04-17,BMW 3 Series,53945,Dealer B,White,2.0L,2023,301,Intermediate Sedan
2023-07-07,Honda Civic,18808,Dealer B,Blue,2.0L,2020,222,SUV
2020-08-29,Honda Civic,59946,Dealer B,Blue,2.0L,2023,182,Intermediate Sedan
2024-05-25,BMW 5 Series,26458,Dealer B,Blue,3.0L,2024,197,Premium
2023-09-20,BMW 5 Series,32600,Dealer B,Blue,3.5L,2020,260,Premium
2021-01-06,Toyota Corolla,36526,Dealer B,Blue,2.0L,2025,193,Standard Sedan
2020-05-15,Audi A4,15949,Dealer B,Gray,3.0L,2024,244,Sports
2022-10-28,Ford Mustang,43243,Dealer B,Black,3.5L,2025,286,SUV
2023-08-12,Honda Civic,18010,Dealer B,Silver,2.0L,2024,229,Sports
2022-10-11,Toyota Camry,43672,Dealer B,Red,2.5L,2024,227,SUV
2021-04-29,Ford Focus,52507,Dealer B,Gray,3.0L,2022,369,Premium
2025-02-27,Toyota Camry,40144,Dealer B,Green,2.5L,2021,158,Intermediate Sedan
2022-08-28,Honda Accord,16997,Dealer B,Green,2.0L,2021,184,SUV
2020-10-31,Ford Focus,50312,Dealer B,Silver,3.5L,2022,187,Standard Sedan
2021-10-28,Honda Civic,41096,Dealer B,Black,2.0L,2020,189,Intermediate Sedan
2022-12-20,Honda Accord,45135,Dealer B,White,2.5L,2025,193,Intermediate Sedan
2021-08-19,Chevrolet Malibu,49707,Dealer B,Gray,3.0L,2025,193,Premium
2021-08-23,Audi A6,55169,Dealer B,Gray,3.0L,2020,371,Standard Sedan
2020-03-16,Ford Focus,30759,Dealer B,Green,3.0L,2023,318,SUV
2021-11-05,BMW 5 Series,21115,Dealer B,Black,2.5L,2022,393,Premium
2024-01-24,Toyota Camry,56539,Dealer B,Silver,3.5L,2022,251,Premium
2024-12-13,Toyota Corolla,25364,Dealer B,Silver,3.0L,2022,192,Intermediate Sedan
2022-05-17,Toyota Corolla,17415,Dealer B,Black,2.0L,2022,155,SUV
2022-12-26,Honda Civic,57177,Dealer B,Red,3.0L,2025,169,Intermediate Sedan
2023-07-18,Ford Mustang,15142,Dealer B,White,2.0L,2020,320,Intermediate Sedan
2021-01-13,Honda Civic,33882,Dealer B,Silver,2.5L,2021,315,SUV
2023-06-06,BMW 5 Series,39236,Dealer B,Blue,3.0L,2020,285,Sports
2024-05-19,BMW 3 Series,55162,Dealer B,Green,3.5L,2020,241,Premium
2020-06-25,Toyota Corolla,18746,Dealer B,Silver,3.5L,2023,153,Intermediate Sedan
2024-03-21,Audi A6,44682,Dealer B,Black,3.5L,2024,239,Intermediate Sedan
2025-01-04,Ford Mustang,32838,Dealer B,White,3.0L,2020,304,SUV
2021-02-13,Audi A4,17803,Dealer B,Black,2.0L,2023,376,SUV
2022-05-10,BMW 3 Series,37444,Dealer B,Blue,3.5L,2022,344,Sports
2024-06-03,Chevrolet Malibu,56731,Dealer B,Silver,2.0L,2022,357,Sports
2022-12-19,Audi A6,44578,Dealer B,White,3.5L,2025,207,Intermediate Sedan
2022-10-21,Toyota Camry,31543,Dealer B,Red,3.0L,2020,152,Standard Sedan
2021-02-19,BMW 3 Series,38299,Dealer B,Silver,2.0L,2021,207,SUV
2020-12-06,Ford Mustang,28913,Dealer B,White,2.5L,2021,243,Standard Sedan
2020-12-26,Audi A4,27533,Dealer B,Gray,2.0L,2022,254,Intermediate Sedan
2023-12-06,Chevrolet Malibu,23712,Dealer B,Silver,3.5L,2022,153,Premium
2023-08-01,Ford Mustang,18056,Dealer B,White,3.0L,2020,181,Standard Sedan
2022-04-25,Ford Mustang,36479,Dealer B,Red,2.5L,2020,347,Standard Sedan
2021-09-16,Audi A4,38554,Dealer B,White,3.5L,2025,150,Standard Sedan
2021-09-02,Audi A6,42863,Dealer B,Blue,2.5L,2025,235,Intermediate Sedan
2021-08-15,Audi A6,55048,Dealer B,Red,3.0L,2025,226,Sports
2022-05-11,Chevrolet Impala,29803,Dealer B,Silver,3.0L,2021,324,SUV
2020-07-18,Audi A6,25314,Dealer B,Gray,3.0L,2024,223,Standard Sedan
2020-09-19,BMW 5 Series,16706,Dealer B,Blue,3.5L,2021,301,SUV
2023-02-05,Audi A6,32291,Dealer B,White,3.5L,2021,281,Intermediate Sedan
2024-04-07,BMW 3 Series,22830,Dealer B,Black,2.5L,2024,154,SUV
2020-08-14,Ford Mustang,47679,Dealer B,White,2.5L,2021,255,Premium
2022-01-10,Chevrolet Impala,40504,Dealer B,Gray,3.5L,2022,338,SUV
2023-04-05,BMW 3 Series,44150,Dealer B,Gray,2.0L,2023,163,SUV
2024-08-28,Honda Civic,28128,Dealer B,Gray,3.0L,2023,287,SUV
2024-05-10,Toyota Corolla,19923,Dealer B,Black,2.5L,2021,166,Standard Sedan
2022-07-31,Audi A6,41497,Dealer B,Silver,3.5L,2024,384,Intermediate Sedan
2024-03-11,Audi A6,26555,Dealer B,White,3.5L,2023,278,Premium
2023-03-13,Chevrolet Malibu,38695,Dealer B,Silver,3.0L,2021,295,SUV
2024-05-30,Ford Focus,17456,Dealer B,Green,2.0L,2025,268,SUV
2023-07-17,Ford Mustang,32385,Dealer B,Silver,3.0L,2021,151,Intermediate Sedan
2025-03-08,Audi A4,58331,Dealer B,Silver,3.5L,2023,305,Premium
2020-07-16,Honda Accord,47944,Dealer B,Gray,2.5L,2021,355,Premium
2024-03-14,BMW 5 Series,54851,Dealer B,Black,2.0L,2020,387,Premium
2024-09-09,BMW 3 Series,50108,Dealer B,Red,3.5L,2025,181,Sports
2021-05-18,Chevrolet Impala,24195,Dealer B,Silver,2.5L,2022,173,SUV
2023-02-20,Honda Accord,33875,Dealer B,Red,2.5L,2024,199,SUV
2022-01-14,Toyota Camry,20076,Dealer B,Gray,3.5L,2022,234,Premium
2023-01-01,Chevrolet Impala,32274,Dealer B,Blue,3.0L,2025,227,SUV
2020-11-27,Honda Civic,21116,Dealer B,Silver,2.5L,2021,260,Premium
2023-10-22,Ford Focus,32052,Dealer B,Gray,3.0L,2021,332,Intermediate Sedan
2020-02-22,Chevrolet Impala,40055,Dealer B,Silver,3.5L,2024,171,Premium
2024-06-09,Audi A6,30238,Dealer B,Gray,3.5L,2022,223,SUV
2020-03-08,Ford Focus,20326,Dealer B,Green,3.0L,2023,350,SUV
2022-08-01,BMW 5 Series,20574,Dealer B,Green,3.0L,2025,165,Sports
2023-08-30,Chevrolet Impala,53710,Dealer B,Black,3.0L,2025,292,SUV
2022-12-17,Audi A6,30205,Dealer B,Red,3.0L,2021,270,SUV
2022-05-10,Chevrolet Impala,26166,Dealer B,Silver,2.5L,2021,385,Premium
2023-06-18,Toyota Corolla,36463,Dealer B,Black,2.5L,2023,366,Sports
2020-08-29,Ford Focus,24790,Dealer B,Black,3.0L,2025,396,Sports
2021-09-26,Honda Civic,28420,Dealer B,Green,3.5L,2024,284,Premium
2022-04-04,BMW 5 Series,28715,Dealer B,Black,2.0L,2024,374,Intermediate Sedan
2021-05-09,Chevrolet Malibu,25168,Dealer B,White,2.0L,2022,359,SUV
2023-08-20,Ford Mustang,52899,Dealer B,Silver,2.0L,2023,333,Premium
2023-12-25,Audi A4,28325,Dealer B,Blue,2.5L,2024,317,Intermediate Sedan
2020-08-17,BMW 3 Series,23679,Dealer B,Green,3.5L,2022,258,Premium
2023-09-18,Honda Civic,59565,Dealer B,Gray,3.0L,2021,165,Sports
2020-12-02,BMW 5 Series,18147,Dealer B,Green,3.5L,2025,177,Intermediate Sedan
2021-07-20,Chevrolet Impala,51395,Dealer B,Silver,2.0L,2021,256,Standard Sedan
2022-09-26,Toyota Corolla,53258,Dealer B,Black,2.5L,2020,376,Standard Sedan
2024-09-09,Ford Mustang,46756,Dealer B,Red,2.5L,2022,379,SUV
2023-11-22,Honda Civic,54360,Dealer B,Green,2.0L,2023,179,Premium
2020-02-21,Audi A4,16631,Dealer B,Silver,2.0L,2023,228,Sports
2024-06-09,Chevrolet Impala,47224,Dealer B,Red,3.5L,2021,396,Sports
2023-06-13,Audi A4,49218,Dealer B,Blue,3.0L,2020,150,Premium
2024-03-17,Honda Civic,28720,Dealer B,Blue,3.0L,2020,255,Standard Sedan
2022-06-28,Chevrolet Malibu,56906,Dealer B,Red,2.0L,2022,394,Premium
2021-04-10,Toyota Camry,53378,Dealer B,Black,2.0L,2025,205,Standard Sedan
2021-10-29,Chevrolet Impala,25919,Dealer B,Gray,3.0L,2022,276,Premium
2020-03-22,BMW 5 Series,17556,Dealer B,White,3.5L,2025,289,Intermediate Sedan
2023-03-10,Audi A6,56953,Dealer B,Green,3.5L,2023,352,Intermediate Sedan
2024-12-26,Chevrolet Impala,49051,Dealer B,Gray,2.0L,2022,306,Sports
2024-10-25,BMW 5 Series,23977,Dealer B,Green,2.5L,2024,243,SUV
2022-02-13,Honda Civic,33242,Dealer B,Gray,3.0L,2025,172,SUV
2021-01-09,Audi A4,41968,Dealer B,Red,2.5L,2025,201,Sports
2024-02-16,Toyota Camry,16871,Dealer B,Blue,3.0L,2023,357,Premium
2022-05-21,BMW 5 Series,47222,Dealer B,Red,3.5L,2023,252,SUV
2024-02-02,Toyota Corolla,21362,Dealer B,White,3.0L,2024,167,Standard Sedan
2024-03-06,Audi A6,38469,Dealer B,Black,2.5L,2022,183,SUV
2021-05-15,Chevrolet Impala,40787,Dealer B,White,3.5L,2021,264,Standard Sedan
2024-05-28,Honda Civic,52109,Dealer B,Gray,3.5L,2020,313,Premium
2023-06-15,Honda Accord,21810,Dealer B,Silver,3.5L,2023,200,Sports
2024-07-20,Toyota Camry,44979,Dealer B,Black,2.0L,2023,230,Standard Sedan
2025-01-23,Audi A6,58368,Dealer B,Silver,2.5L,2025,197,Sports
2022-07-15,BMW 5 Series,16259,Dealer B,White,3.0L,2020,320,Intermediate Sedan
2025-02-23,Honda Accord,54012,Dealer B,Blue,3.0L,2025,334,Intermediate Sedan
2020-08-31,Chevrolet Malibu,33728,Dealer B,Silver,3.5L,2021,400,Sports
2023-11-03,Chevrolet Impala,45284,Dealer B,Black,2.0L,2025,209,Intermediate Sedan
2021-01-09,Chevrolet Impala,38777,Dealer B,Blue,3.0L,2025,293,Intermediate Sedan
2023-11-27,BMW 3 Series,28093,Dealer B,Green,2.5L,2024,219,Sports
2021-04-17,Honda Civic,59216,Dealer B,Black,2.5L,2020,312,Standard Sedan
2020-08-05,Toyota Camry,39269,Dealer B,Red,3.0L,2025,275,Intermediate Sedan
2024-02-05,Ford Mustang,44737,Dealer B,Silver,3.0L,2021,366,Premium
2024-10-23,Chevrolet Malibu,20383,Dealer B,Blue,3.0L,2021,313,SUV
2024-04-26,Chevrolet Impala,52520,Dealer B,Blue,3.0L,2021,167,Standard Sedan
2021-09-20,Toyota Corolla,24487,Dealer B,Gray,2.0L,2023,254,Standard Sedan
2023-01-20,Ford Mustang,36954,Dealer B,Red,3.0L,2024,353,Sports
2020-03-15,Audi A4,45284,Dealer B,Gray,3.5L,2023,248,SUV
2022-11-13,Audi A6,35611,Dealer B,Black,2.5L,2021,165,Premium
2022-08-29,Honda Accord,43640,Dealer B,Green,2.0L,2024,318,Sports
2023-11-06,Audi A6,47307,Dealer B,Blue,2.5L,2023,386,Premium
2023-02-11,Ford Focus,21155,Dealer B,Silver,2.5L,2024,190,Standard Sedan
2022-09-17,Toyota Camry,47309,Dealer B,Black,3.0L,2024,240,Sports
2020-01-03,BMW 5 Series,43829,Dealer B,Silver,2.5L,2022,274,SUV
2023-08-13,Audi A4,30271,Dealer B,Blue,3.5L,2025,313,SUV
2021-08-11,Ford Focus,43296,Dealer B,Green,3.5L,2025,281,Standard Sedan
2023-09-17,BMW 5 Series,39123,Dealer B,Black,2.5L,2024,393,SUV
2020-01-17,Ford Mustang,42039,Dealer B,Black,2.0L,2022,211,Standard Sedan
2022-10-09,Chevrolet Malibu,43810,Dealer B,Black,2.0L,2022,175,Standard Sedan
2021-04-27,Ford Focus,43837,Dealer B,Green,3.5L,2023,206,Premium
2023-01-23,Audi A6,21836,Dealer B,Gray,3.5L,2025,184,Standard Sedan
2023-03-31,Audi A6,42044,Dealer B,White,2.5L,2023,380,Sports
2022-09-17,Toyota Corolla,19234,Dealer B,Black,3.5L,2022,279,Sports
2025-02-26,Toyota Camry,24337,Dealer B,Green,3.5L,2023,382,Premium
2024-08-15,BMW 3 Series,42597,Dealer B,Green,2.0L,2024,213,Sports
2023-09-23,Chevrolet Malibu,41664,Dealer B,Silver,3.0L,2021,164,Standard Sedan
2024-05-09,Ford Mustang,21269,Dealer B,Gray,2.5L,2023,381,Intermediate Sedan
2021-10-08,Audi A6,33899,Dealer B,Gray,2.0L,2020,198,SUV
2023-02-28,Audi A6,21103,Dealer B,Black,2.5L,2022,395,Standard Sedan
2022-04-21,BMW 3 Series,49465,Dealer B,Black,3.0L,2023,380,Intermediate Sedan
2022-01-14,Chevrolet Malibu,40252,Dealer B,Silver,3.5L,2021,264,SUV
2020-07-09,Audi A4,58216,Dealer B,Black,2.5L,2023,390,Premium
2022-03-20,Toyota Camry,43824,Dealer B,Green,3.5L,2025,382,Sports
2023-11-02,Ford Mustang,17096,Dealer B,Green,3.0L,2023,338,Premium
2021-01-23,Toyota Corolla,30071,Dealer B,Gray,2.0L,2023,373,Sports
2024-07-10,Honda Civic,54768,Dealer B,White,3.5L,2025,256,Intermediate Sedan
2021-12-02,Chevrolet Malibu,50333,Dealer B,Gray,2.0L,2023,239,Sports
2021-11-10,Audi A4,52875,Dealer B,Gray,3.0L,2024,227,Sports
2024-06-13,Audi A4,38734,Dealer B,Gray,2.0L,2025,252,Standard Sedan
2023-06-23,Audi A6,54611,Dealer B,Red,2.5L,2022,241,Standard Sedan
2022-12-23,Ford Mustang,53077,Dealer B,Blue,3.0L,2021,247,Standard Sedan
2024-05-30,Chevrolet Impala,54635,Dealer B,White,2.0L,2025,202,Standard Sedan
2021-02-19,Toyota Camry,55696,Dealer B,White,2.5L,2022,347,Sports
2024-04-04,Ford Focus,37572,Dealer B,Gray,2.0L,2025,270,Sports
2023-06-14,Honda Accord,54928,Dealer B,White,2.0L,2020,259,Intermediate Sedan
2020-01-11,Toyota Camry,18687,Dealer B,White,3.5L,2020,175,Standard Sedan
2024-11-24,Audi A4,40159,Dealer B,Red,3.5L,2022,369,Standard Sedan
2022-07-23,Ford Mustang,48144,Dealer B,Blue,3.5L,2022,384,Premium
2021-12-31,Ford Mustang,21636,Dealer B,Gray,2.5L,2023,158,Premium
2021-06-06,BMW 5 Series,17227,Dealer B,Green,3.0L,2022,323,Sports
2025-03-01,Audi A6,21376,Dealer B,Silver,3.0L,2021,388,Intermediate Sedan
2021-08-31,Audi A6,52443,Dealer B,Black,3.0L,2023,344,Sports
2022-03-21,Audi A4,24291,Dealer B,Black,2.5L,2022,150,SUV
2024-12-20,Audi A4,19267,Dealer B,White,3.0L,2025,152,Standard Sedan
2022-06-05,BMW 5 Series,35776,Dealer B,Gray,3.0L,2021,315,Premium
2020-11-25,Chevrolet Malibu,23591,Dealer B,Black,2.0L,2024,225,Premium
2022-08-16,Audi A6,57211,Dealer B,Silver,2.5L,2023,335,Premium
2021-07-19,Toyota Corolla,30695,Dealer B,Gray,2.0L,2024,150,Intermediate Sedan
2021-11-18,Audi A4,42362,Dealer B,Gray,2.5L,2023,230,Standard Sedan
2023-04-13,Toyota Camry,27929,Dealer B,Black,2.5L,2022,271,Standard Sedan
2021-10-13,Ford Mustang,20582,Dealer B,Red,3.0L,2023,210,Premium
2020-06-29,Ford Focus,49216,Dealer B,Red,3.5L,2020,284,Standard Sedan
2021-07-20,Toyota Corolla,24422,Dealer B,Blue,3.5L,2024,347,Intermediate Sedan
2022-02-28,Chevrolet Malibu,41552,Dealer B,Red,2.0L,2021,282,SUV
2023-06-16,Ford Mustang,32515,Dealer B,Blue,3.5L,2022,309,Premium
2020-01-13,Honda Civic,52216,Dealer B,Silver,3.0L,2022,339,SUV
2020-01-06,Honda Civic,19707,Dealer B,Black,2.0L,2022,152,Standard Sedan
2021-07-17,Ford Focus,37852,Dealer B,Blue,2.5L,2022,393,Standard Sedan
2021-11-22,Ford Focus,45845,Dealer B,White,3.5L,2023,378,Intermediate Sedan
2020-09-21,Toyota Corolla,40618,Dealer B,Gray,2.5L,2025,240,SUV
2023-02-12,Chevrolet Impala,16304,Dealer B,Red,2.5L,2022,247,Sports
2022-03-14,Toyota Camry,45683,Dealer B,Blue,2.0L,2020,229,SUV
2024-02-10,BMW 3 Series,51843,Dealer B,Green,2.5L,2021,267,Intermediate Sedan
2021-03-21,Toyota Camry,47524,Dealer B,Gray,3.5L,2023,278,Standard Sedan
2021-11-01,Toyota Corolla,18028,Dealer B,Silver,3.5L,2023,150,SUV
2022-03-24,BMW 3 Series,32057,Dealer B,White,3.0L,2025,259,SUV
2021-12-04,Audi A6,44286,Dealer B,Black,3.5L,2023,361,Intermediate Sedan
2024-08-26,Audi A6,16492,Dealer B,Silver,3.0L,2022,169,Intermediate Sedan
2020-07-09,BMW 3 Series,25727,Dealer B,Red,3.0L,2024,356,SUV
2021-09-20,Honda Accord,49026,Dealer B,Gray,2.0L,2022,249,Intermediate Sedan
2021-07-31,Chevrolet Impala,25347,Dealer B,Green,3.5L,2020,223,Premium
2022-07-10,BMW 3 Series,20901,Dealer B,Blue,2.0L,2022,279,Intermediate Sedan
2020-01-23,Ford Mustang,31339,Dealer B,Blue,2.0L,2025,199,Sports
2020-12-17,BMW 3 Series,32091,Dealer B,Blue,3.5L,2020,373,Standard Sedan
2021-08-22,Audi A6,35125,Dealer B,Green,3.0L,2022,246,SUV
2021-08-01,Chevrolet Malibu,51161,Dealer B,Green,2.5L,2024,179,SUV
2020-09-21,Audi A6,42493,Dealer B,Gray,2.0L,2023,291,Intermediate Sedan
2022-11-12,Audi A6,33304,Dealer B,Gray,2.0L,2024,240,Intermediate Sedan
2024-04-05,Toyota Camry,29414,Dealer B,Green,3.0L,2025,282,Premium
2023-08-04,Honda Accord,31047,Dealer B,Black,3.5L,2023,283,Premium
2023-02-25,Ford Focus,21801,Dealer B,Green,3.5L,2025,355,Standard Sedan
2023-02-16,Audi A4,43144,Dealer B,Blue,3.5L,2020,398,SUV
2024-11-22,Chevrolet Impala,57063,Dealer B,Gray,3.5L,2023,188,Intermediate Sedan
2023-10-19,Ford Mustang,21330,Dealer B,Black,3.5L,2022,389,SUV
2023-03-30,Honda Accord,51808,Dealer B,Blue,2.0L,2025,177,Premium
2022-03-24,Audi A6,37668,Dealer B,Gray,3.5L,2024,244,Standard Sedan
2022-01-11,BMW 3 Series,18702,Dealer B,Red,3.5L,2025,375,Premium
2022-01-20,Ford Mustang,15409,Dealer B,Blue,2.0L,2020,389,SUV
2020-06-30,Audi A4,56316,Dealer B,Gray,3.5L,2023,350,Premium
2024-04-11,Chevrolet Malibu,17789,Dealer B,Gray,3.0L,2020,189,Sports
2021-05-14,Audi A6,54057,Dealer B,Green,2.5L,2022,153,Standard Sedan
2024-04-03,Audi A4,18936,Dealer B,Blue,2.0L,2020,227,Standard Sedan
2023-06-28,Toyota Camry,30585,Dealer B,Black,3.5L,2023,207,Sports
2023-05-25,Ford Mustang,43559,Dealer B,Blue,3.0L,2022,331,Premium
2024-03-08,Chevrolet Impala,56083,Dealer B,Green,3.0L,2020,199,Premium
2023-06-22,Toyota Corolla,15448,Dealer B,White,2.0L,2025,164,Standard Sedan
2022-07-05,Audi A6,43400,Dealer B,Blue,3.0L,2020,307,Standard Sedan
2023-04-11,Ford Focus,25738,Dealer B,Silver,2.5L,2025,219,Standard Sedan
2024-10-17,Audi A4,34770,Dealer B,Silver,3.0L,2023,246,Intermediate Sedan
2023-07-14,Ford Mustang,24828,Dealer B,Silver,3.0L,2023,165,Sports
2022-11-26,Honda Accord,26348,Dealer B,White,3.0L,2021,330,Premium
2022-07-08,Toyota Corolla,34788,Dealer B,White,2.0L,2022,221,Intermediate Sedan
2023-11-23,Audi A4,31074,Dealer B,Silver,3.0L,2023,207,Sports
2024-09-09,Audi A6,24052,Dealer B,Black,3.5L,2022,267,Premium
2023-04-21,Chevrolet Malibu,26901,Dealer B,Black,2.0L,2020,200,Intermediate Sedan
2020-11-19,Toyota Corolla,21584,Dealer B,Black,3.5L,2021,354,Premium
2023-08-15,Toyota Camry,51159,Dealer B,Green,3.5L,2024,309,Sports
2025-02-26,BMW 5 Series,28120,Dealer B,White,3.0L,2024,247,Premium
2023-07-02,Ford Mustang,38236,Dealer B,Red,2.5L,2022,247,Standard Sedan
2025-03-25,BMW 5 Series,54433,Dealer B,Green,2.0L,2020,340,SUV
2020-02-21,BMW 5 Series,33191,Dealer B,Black,2.0L,2025,225,SUV
2020-07-28,Ford Focus,42002,Dealer B,Black,2.5L,2024,212,Standard Sedan
2023-07-18,Ford Mustang,44881,Dealer B,Red,3.5L,2025,227,Standard Sedan
2023-04-10,BMW 3 Series,34575,Dealer B,White,2.5L,2021,268,Premium
2023-08-31,Toyota Corolla,43199,Dealer B,Blue,2.5L,2021,352,Sports
2023-06-17,Audi A4,31827,Dealer B,Gray,3.5L,2021,360,Sports
2024-08-10,Chevrolet Malibu,31852,Dealer B,Black,3.5L,2020,292,Sports
2021-08-23,Honda Civic,39051,Dealer B,Red,3.0L,2021,188,Premium
2020-09-06,Chevrolet Malibu,26300,Dealer B,Black,3.0L,2022,301,Sports
2024-07-23,BMW 3 Series,22949,Dealer B,Gray,3.5L,2022,192,Intermediate Sedan
2022-02-17,Ford Focus,20600,Dealer B,Blue,3.5L,2021,173,Sports
2020-04-10,Audi A4,26949,Dealer B,Blue,3.5L,2021,334,Sports
2020-02-21,Toyota Corolla,37360,Dealer B,White,3.5L,2024,239,Intermediate Sedan
2023-02-04,Ford Focus,48439,Dealer B,Gray,3.0L,2022,211,Sports
2025-01-26,Ford Mustang,54231,Dealer B,Silver,2.5L,2020,292,SUV
2024-07-26,Honda Accord,31170,Dealer B,Green,3.0L,2022,309,Intermediate Sedan
2021-02-04,Ford Mustang,26137,Dealer B,White,3.5L,2022,177,Intermediate Sedan
2021-03-02,Audi A6,20081,Dealer B,Blue,3.5L,2021,383,Intermediate Sedan
2021-12-12,Audi A6,37844,Dealer B,Red,3.5L,2023,174,Intermediate Sedan
2021-08-09,Toyota Camry,32988,Dealer B,Silver,3.0L,2023,318,Intermediate Sedan
2020-08-12,Toyota Camry,27151,Dealer B,Blue,2.0L,2022,166,Standard Sedan
2024-12-19,BMW 5 Series,45619,Dealer B,Gray,2.0L,2020,334,Premium
2021-02-01,Ford Focus,48614,Dealer B,Blue,2.0L,2020,166,Sports
2021-03-11,Ford Focus,38056,Dealer B,Black,3.5L,2024,171,SUV
2025-02-13,Audi A6,38593,Dealer B,Green,3.5L,2020,385,Standard Sedan
2020-08-27,Honda Accord,25949,Dealer B,Red,2.0L,2023,391,Premium
2023-09-08,BMW 3 Series,50971,Dealer B,White,3.0L,2021,316,Premium
2023-01-06,Ford Focus,58242,Dealer B,Blue,2.0L,2022,300,Intermediate Sedan
2024-12-13,Audi A6,23163,Dealer B,Blue,2.0L,2024,171,Intermediate Sedan
2023-10-08,Chevrolet Impala,56557,Dealer B,Green,2.0L,2024,320,Standard Sedan
2022-06-10,Honda Civic,50978,Dealer B,Silver,2.5L,2022,195,Standard Sedan
2023-05-29,Audi A6,49521,Dealer B,Blue,3.0L,2024,174,Standard Sedan
2022-01-10,Chevrolet Malibu,57702,Dealer B,White,3.5L,2025,369,Sports
2023-03-29,BMW 3 Series,37401,Dealer B,Red,3.0L,2021,330,SUV
2022-04-06,Honda Accord,31527,Dealer B,Red,2.0L,2020,279,Premium
2024-10-20,BMW 3 Series,31163,Dealer B,Gray,2.0L,2022,317,SUV
2023-02-14,Ford Focus,50449,Dealer B,Black,3.0L,2020,291,Sports
2023-05-22,Toyota Camry,29572,Dealer B,Black,3.5L,2025,219,Intermediate Sedan
2020-03-26,Chevrolet Impala,53661,Dealer B,Blue,3.0L,2025,221,Premium
2023-01-24,Honda Accord,19052,Dealer B,Black,3.0L,2020,311,Sports
2021-03-27,Chevrolet Malibu,50774,Dealer B,Silver,3.5L,2024,151,Sports
2024-07-22,Audi A6,30215,Dealer B,Blue,2.5L,2024,288,Intermediate Sedan
2023-03-02,Toyota Camry,51723,Dealer B,White,2.0L,2024,175,Standard Sedan
